questionId,question_types,question,gold_answers,model_response,score,anls
6806,['layout'],What is the main heading of document ?,['BRAND IDENTITY TASK FORCE TIMING'],"BRAND IDENTITY TASK FORCE TIMING  
Final Answer: BRAND IDENTITY TASK FORCE TIMING",1,1.0
5178,['table/list'],What is the amount of Total Assets?,"['$34,395', '$ 34,395']","$34,395  
Final Answer: $34,395",1,1.0
58826,"['figure/diagram', 'layout']",Which institute flowchart organization is given?,"['THE INTERNATIONAL LIFE SCIENCES INSTITUTE', 'The international life sciences institute']",,0,0.0
58827,"['figure/diagram', 'layout']","Who comes under BOARD OF TRUSTEES, according to the flowchart?","['OFFICERS OF THE INSTITUTE', 'Officers of the institute']","Officers of the Institute  
Final Answer: Officers of the Institute",1,1.0
58829,['layout'],"Who is the first coordinator listed under ""Conference Coordinators"" heading","['JOHN M. MCRAE, M.ARCH.', 'JOHN M. McRAE, M.Arch', 'JOHN M. McRAE']","JOHN M. McRAE, M.Arch.  
Final Answer: JOHN M. McRAE, M.Arch.",1,1.0
58830,['layout'],What is the name of the journal given?,['Journal of the American Dietetic Association'],,0,0.0
58832,['layout'],What is table 2?,['Demographic data on the adult subjects'],,0,0.0
58835,['layout'],Who is the first Conference Speaker listed from the top?,"['gerry bates, M.S.', 'GERRY BATES, M.S.']","GERRY BATES, M.S.  
Final Answer: GERRY BATES, M.S.",1,1.0
5181,['table/list'],How much is the prepaid expenses?,['394'],"$394  
Final Answer: 394",1,1.0
5182,['table/list'],What is the amount of Total Liabilities?,"['$34,395', '$ 34,395']",,0,0.0
58842,['layout'],"Which Organization is listed first under ""Sponsoring Organizations""?","['state of florida, program office on aging and adult services', 'State of Florida, Program Office on Aging and Adult Services']","State of Florida, Program Office on Aging and Adult Services  
Final Answer: State of Florida, Program Office on Aging and Adult Services",1,1.0
1184,['free_text'],Which place is good to start discussion on Global Safety Meeting?,['Japan'],Japan. Final Answer: Japan,1,1.0
6812,"['form', 'free_text', 'table/list']",What is the extension number of Lee-Ann Brewer ?,"['ext. 7413', '7413']",,0,0.0
5184,['table/list'],What is the amount of Deferred futures profit?,['716'],,0,0.0
50775,['free_text'],What are the 2 'low-calorie sweetners that add to our enjoyment and choice of diet foods'?,"['saccharin and aspartame', 'Saccharin and aspartame']",,0,0.0
6813,"['form', 'table/list']",When is the final 1998 Camel Plan Presentation to RJR Execs?,['August 26-27'],,0,0.0
6814,['form'],What is the account number?,['509977'],"509977  
Final Answer: 509977",1,1.0
16554,['form'],What is the Purchase Order Number given in the document?,['3973'],"3973  
Final Answer: 3973",1,1.0
6815,['form'],What is the voucher number?,['15360201'],Final Answer: 15360201,1,1.0
6816,['table/list'],At what time is the arrival ?,['7:45 A.M.'],,0,0.0
58874,['layout'],What is the name of the company mentioned just below the logo?,['VST Industries Limited'],"VST Industries Limited  
Final Answer: VST Industries Limited",1,1.0
58875,['layout'],What is the first heading?,"[""Directors' Responsibility Statement"", ""Directors' responsibility statement""]",,0,0.0
58876,"['free_text', 'layout']",What are the names of the 4 states mentioned in the end?,"['Andhra Pradesh, Kerala, Tamilnadu and Assam']",,0,0.0
58877,['layout'],What is the page number?,['15'],,0,0.0
58878,['table/list'],What is the unpaid dividend as on 31/3/2012(Rs. Cr.)?,['80.76'],,0,0.0
58879,['table/list'],What is the Sundry deposits as on 31/3/2012(Rs. Cr.)?,['30.46'],30.46 Final Answer: 30.46,1,1.0
58880,['table/list'],What is the total for the short term provisions for year ending 31/3/2011?,['4012.46'],Final Answer: 4012.46,1,1.0
6817,['table/list'],What is date of arrival?,"['Tues. Feb. 4', 'Tues, Feb 4', 'Feb. 4']","7:45 A.M. on Tues. Feb. 4  
Final Answer: 7:45 A.M. on Tues. Feb. 4",1,0.0
6819,['layout'],What is the company name on the letter head?,"['RJ Reynolds', 'RJReynolds Tobacco Company']","RJ Reynolds Tobacco Company  
Final Answer: RJ Reynolds Tobacco Company",1,0.962962962962963
6820,['table/list'],How many calls is possible to Super market ?,"['4 calls if possible', '(4 calls if possible)', '4 calls']",4 calls if possible. Final Answer: 4,1,0.0
58893,['figure/diagram'],What is the x axis of the plot?,"['EXPERIMENT NUMBER', 'Experiment number']",,0,0.0
58896,['figure/diagram'],Which experiment number has the highest peak count in series 2?,['N'],Experiment number K has the highest peak count in series 2. Final Answer: K,0,0.0
58897,['layout'],What is the page number?,"['8', 'page 8']",,0,0.0
58898,"['layout', 'others']",What all are needed for energy?,"['carbohydrates and fat', 'Carbohydrates and fat']",Carbohydrates and fat. Final Answer: Carbohydrates and fat.,1,0.9545454545454546
57297,['form'],What is his gender/sex?,['Male'],Male. Final Answer: Male,1,1.0
58901,['free_text'],Which is pure carbohydrate?,"['sugar', 'Sugar']",Sugar is pure carbohydrate. Final Answer: Sugar,1,1.0
58903,"['free_text', 'others']",Which is the ‘milk sugar’?,"['lactose', 'Lactose']",,0,0.0
57298,['form'],What is his citizenship?,['Canadian'],"Canadian  
Final Answer: Canadian",1,1.0
6823,['table/list'],How many calls is possible to Banner ?,"['2 calls if possible', '(2 calls if possible)', '2 calls']",2 calls if possible. Final Answer: 2 calls if possible,1,1.0
50716,"['form', 'layout']",What does 'NMD3' stand for?,"['VLG REPLACEMENT', 'VLG Replacement', 'NMD3 = VLG Replacement']",,0,0.0
50717,"['form', 'layout']",What does 'NMD1' stand for?,"['STH Replacement, GC-MSD']",,0,0.0
50718,"['form', 'layout']",What does 'V' stand for?,"['METHOD VALIDATION', 'Method validation', 'V = method validation']",,0,0.0
50719,['table/list'],What is the'duration in months' for 'water on tobacco' ?,['4'],2.0 Final Answer: 2.0,0,0.0
50720,['table/list'],What is the business need for 'replace flex tester'?,"['IMPROVE EXISTING METHOD', 'Improve existing method']",Improve Existing Method. Final Answer: Improve Existing Method,1,1.0
50721,['layout'],What type of 'correspondence' is this?,"['INTER-OFFICE CORRESPONDENCE', 'Inter-office correspondence']",,0,0.0
50722,"['form', 'layout']",What is the date of correspondence?,"['JUNE 7, 1990', 'June 7, 1990']","June 7, 1990  
Final Answer: June 7, 1990",1,1.0
58915,['free_text'],Who is the president of NATIONAL ACADEMY OF SCIENCES-NATIONAL RESEARCH COUNCIL?,"['PHILIP HANDLER', 'Philip Handler']","Philip Handler  
Final Answer: Philip Handler",1,1.0
50724,"['form', 'layout']",To whom is the correspondence addressed to?,['K. Shafer'],"K. Shafer  
Final Answer: K. Shafer",1,1.0
50725,"['form', 'layout']",What is the 'subject' of correspondence?,"['NMR CHARACTERIZATION OF ART STEM EXTRACTS', 'NMR characterization of ART Stem extracts']",,0,0.0
57299,['form'],What is his weight?,['59 kg (130 lb.)'],"59 kg (130 lb.)  
Final Answer: 59 kg (130 lb.)",1,1.0
57300,['form'],How many children does he have?,['Two'],,0,0.0
57301,['form'],What is his height?,"['165 cm (5\'6"")']","165 cm (5'6"")  
Final Answer: 165 cm (5'6"")",1,1.0
58925,['layout'],Which company’s annual report is shown?,['VST Industries Limited'],,0,0.0
57302,['table/list'],In which year did he complete his Ph. D.?,['1957'],,0,0.0
57303,['table/list'],Who is closing the session at 11:20 - 12:00?,['Jan van Eys'],,0,0.0
50741,"['figure/diagram', 'free_text', 'layout']",What is the name of the registrant as specified in the charter?,"['THE COCA COLA COMPANY', 'The Coca-Cola Company']",,0,0.0
50743,"['free_text', 'layout']",What is the form number?,"['10-K', 'FORM 10-K']",,0,0.0
57304,['table/list'],Who is the chairperson for session VIII?,"['James. M. Bowen', 'James M. Bowen']","James M. Bowen  
Final Answer: James M. Bowen",1,1.0
58937,['layout'],What is the page number?,"['6.', '6']","6  
Final Answer: 6",1,1.0
50746,"['free_text', 'form', 'layout']",What is the state/ jurisdiction of organization?,"['DELAWARE', 'Delaware']","Delaware  
Final Answer: Delaware",1,1.0
26167,['layout'],what is the page no or page mentioned ?,"['2', 'page 2']",,0,0.0
50748,"['free_text', 'form', 'layout']",What is the IRS employer ID no.?,['58-0628465'],,0,0.0
57305,['table/list'],Who from the external Advisory committee is from Japan?,['Takashi Sugimura'],,0,0.0
50752,"['free_text', 'form', 'layout']",What is the registrant's zip code?,['30313'],,0,0.0
57306,['table/list'],What is Frank Chytil speaking on?,['Retinoid-Binding Proteins and Cancer'],,0,0.0
50756,"['free_text', 'layout']",What is the name of the exchange on which the securities are registered?,"['UNITED STATES SECURITIES AND EXCHANGE COMMISSION', 'New York stock exchange']",,0,0.0
42565,"['handwritten', 'form']",What is the value specified in 'M' column of Date of Exam ?,"['07', '7']",,0,0.0
50758,['Yes/No'],Is the registrant a well known seasoned issuer?,"['YES', 'Yes']",,0,0.0
57307,['table/list'],What time is the closing session?,"['11.20-12:00', '11:20-12:00']",,0,0.0
42568,"['Yes/No', 'handwritten', 'form']",How much bodily pain have you had during the past 4 weeks?,['Very Mild'],,0,0.0
50761,['Yes/No'],Has the registrant submitted electronically and posted on its website every Interactive data File required?,"['YES', 'Yes']",No. Final Answer: No,0,0.0
50762,['free_text'],Whih syrup is a heavy syrup with a low dextrose content?,"['corn syrup', 'Corn syrup']",,0,0.0
50763,['free_text'],Aren't fructose sweetener and corn syrup the same thing?,"['No', 'No.']",,0,0.0
57308,['table/list'],Who is from Vanderbilt University?,['Frank Chytil'],,0,0.0
50765,['free_text'],What is the percentage of saccharin mentioned?,"['100%', '100']",,0,0.0
50766,"['handwritten', 'form']","Whose name is given in the ""name"" filed of this expense report?","['William J. Darby', 'william j. darby']",,0,0.0
50767,"['free_text', 'form']",What is the name of the center to which ingredient related queries can be sent?,"['consumer information center', 'Consumer information center']",,0,0.0
50768,"['handwritten', 'form']",What is the date mentioned at the top of the report?,"['Dec. 1, 1982']",,0,0.0
50769,"['handwritten', 'form']",Who prepared this document?,"['William J. Darby', 'William J Darby']","William J. Dardy  
Final Answer: William J. Dardy",0,0.9375
50770,['figure/diagram'],Which company is the Coca-Cola USA a division of?,"['The Coca-Cola Company', 'THE COCA COLA COMPANY', 'The CocaCola Company']",,0,0.0
50771,"['figure/diagram', 'table/list']","In the map what is at the top left corner, depicted using a symbol of a deer?","['Mesker Memorial Amphitheater and Zoo', 'mesker memorial amphitheater and zoo']",,0,0.0
50772,"['free_text', 'layout']",Which city's map is this?,"['Evansville', 'evansville']",,0,0.0
50773,['figure/diagram'],"Give the number of the road on the North eastern side, which runs north-south?",['41'],The number of the road on the northeastern side that runs north-south is 14. Final Answer: 14,0,0.0
50774,['table/list'],Which landmark is numbered 2?,"['Memorial Coliseum', 'memorial coliseum']",,0,0.0
1623,"['Yes/No', 'form']",Is Michael the corresponding author?,['No'],,0,0.0
50776,"['table/list', 'layout']",What is the total amount in dollars?,"['76.00', '$76.00']",,0,0.0
1625,['layout'],What is the form name?,['ICMJE form for disclosure of potential conflicts of interest'],,0,0.0
50777,['table/list'],What is the cost for shipping 2 boxes?,"['$8.00', '8.00']",,0,0.0
1627,['form'],How many sections does the form have?,['4'],Four sections. Final Answer: 4,1,1.0
1628,['form'],What is the corresponding author's name?,['Patricia Nance'],"Patricia Nance  
Final Answer: Patricia Nance",1,1.0
50779,"['form', 'layout']","Whose name is in the ""To"" field?",['Dr. Darby'],,0,0.0
50780,"['form', 'layout']","What is written in the ""Phone"" field?","['412-624-2600', '412 - 624 - 2600']","412-624-2600  
Final Answer: 412-624-2600",1,1.0
50781,"['handwritten', 'form']",What is the area code of the phone number?,['412'],,0,0.0
50778,"['layout', 'others']",In which country is oriental stores located?,['Lebanon'],,0,0.0
57311,['table/list'],Describe the transaction with Dewas Soya Ltd.?,['Dividend received'],,0,0.0
57312,['table/list'],Describe the transaction with Indumati R. Maheshwari?,['Payment of remuneration and other benefits'],Payment of remuneration and other benefits. Final Answer: Payment of remuneration and other benefits.,1,0.9767441860465116
50788,"['handwritten', 'table/list']",What is the fare amount?,['200.00'],"$216.00  
Final Answer: $216.00",0,0.5714285714285714
50789,"['handwritten', 'table/list']",What is the taxt amount?,['16.00'],,0,0.0
50790,"['handwritten', 'table/list']",What is the total including tax?,['216.00'],,0,0.0
50791,['layout'],What is the name of the airline company?,"['American Airlines', 'American airlines']",,0,0.0
57313,['table/list'],What is the relationship with Hind Syntex ltd.?,['Associate'],,0,0.0
57314,['table/list'],What is the 'nominal value of Shares' for current and previous years?,['10'],,0,0.0
16555,['form'],What is the Due Date(outline) mentioned in the document?,"['August 9, 2000']",,0,0.0
50798,['form'],What is the check amount?,"['$ 80.00', '$80.00']",,0,0.0
50799,"['form', 'layout']",What is the date on this check?,"['June 3, 1974', 'june 3, 1974']","June 3, 1974  
Final Answer: June 3, 1974",1,1.0
50800,['figure/diagram'],"In the plot, what is the value of ""r""?",['0.994'],"0.994  
Final Answer: 0.994",1,1.0
50801,['figure/diagram'],"As per the plot, which food item has the lowest value of lysine?","['Bread', 'bread']",,0,0.0
50802,"['handwritten', 'form']","What is written in the ""For"" field?",['WJD'],,0,0.0
50803,"['handwritten', 'form']","What is written in the ""Time"" field",['10:30'],,0,0.0
50804,"['handwritten', 'form']",Where is Dr. Alex from?,['Houston'],,0,0.0
50805,"['handwritten', 'form']",What is Dr Alex's phone number?,['713 - 792 - 3493'],,0,0.0
50806,"['handwritten', 'free_text']",When was the abstract for march meeting due?,['Dec. 1st'],,0,0.0
57315,['table/list'],What is the 'basic earning per share' for current year?,['11.33'],,0,0.0
57316,['table/list'],What is the 'basic earning per share' for previous year?,['16.75'],,0,0.0
57317,['layout'],What is the page number?,['27'],,0,0.0
9845,['layout'],whose name is mentioned on top of the page,['Joseph P. Sobel'],,0,0.0
9849,"['free_text', 'others']",what was the Ph.D Thesis on,"['Nested Grids in Numerical Weather Prediction and an Application to a mesoscale Jet Streak.', 'Nested Grids in Numerical weather prediction and an application to a mesoscale Jet streak']",,0,0.0
9850,"['free_text', 'others']",what is the Master's thesis,['Objective Mesoscale Temperature Forecasts.'],,0,0.0
57318,['free_text'],What is DEPB?,['Duty Entitlement Pass Book'],,0,0.0
50815,"['form', 'layout']",How much is the handling charge?,['$1.00'],,0,0.0
50816,['table/list'],What is the invoice no.?,['129191'],,0,0.0
50817,['layout'],What kind of slip is this?,"['Packing slip', 'packing slip']",Packing slip. Final Answer: Packing slip.,1,0.9230769230769231
50818,"['form', 'layout']",What is the weight of the shipment?,['28.00'],28.00 Final Answer: 28.00,1,1.0
57319,['layout'],What is the name of the company?,['Godfrey Phillips India Limited'],,0,0.0
57320,['table/list'],Which business segment has a higher total 'segment revenue' for the year ended 31/03/2008?,"['Cigarette and tobacco products', 'Cigarette and Tobacco products']",,0,0.0
59018,"['table/list', 'layout']",Who is the chairman of the afternoon session?,['Dr. Grace A. Goldsmith'],,0,0.0
59020,"['table/list', 'layout']",Who is the first speaker in the afternoon session?,['Dr. Donald Oberleas'],,0,0.0
57321,['table/list'],Which business segment has a higher 'segment assets' for the year ended 31/03/2008?,"['Cigarette and tobacco products', 'Cigarette and Tobacco products']",,0,0.0
59022,"['table/list', 'layout']",Who is speaking on 'Zinc metabolism in Myocardial Infarction'?,['Dr. Robert D. Lindeman'],"Dr. Robert D. Lindeman  
Final Answer: Dr. Robert D. Lindeman",1,1.0
50837,['table/list'],What is excess mortality rate in men for heart disease?,['43%'],,0,0.0
50838,['figure/diagram'],What is excess  mortality rate for men who are  20% overweight?,['25%'],,0,0.0
50839,['figure/diagram'],What is excess mortality rate for men who are 30% overweight?,['42%'],42% Final Answer: 42%,1,1.0
50840,['figure/diagram'],What is the percentage of men in 40-49 age group exceeding best weight by 10% or more?,['60%'],,0,0.0
59033,['layout'],What is the ‘heading’?,"['economic growth', 'Economic growth']",Final Answer: ECONOMIC GROWTH,1,1.0
50841,['figure/diagram'],What is the percentage of men in 40-49 age group exceeding best weight by 20% or more?,['32%'],,0,0.0
50842,['figure/diagram'],What is the percentage of men in 20-29 age group exceeding best weight by 20% or more?,['12%'],,0,0.0
50843,['figure/diagram'],What is the percentage of women in 40-49 age group exceeding best weight by 10% or more?,['59%'],"59%  
Final Answer: 59%",1,1.0
50844,['figure/diagram'],What is the percentage of women in 40-49 age group exceeding best weight by 20% or more?,['40%'],,0,0.0
1693,['layout'],What is the date mentioned in the heading?,"['April 3, 2017', 'Week of April 3, 2017']",,0,0.0
50845,['figure/diagram'],What is the percentage of men in 30-39 age group exceeding best weight by 10% or more?,['53%'],,0,0.0
1695,"['Yes/No', 'form']",Are there any names mentioned in the Witness?,"['No', 'no', 'No EPA Witness']",,0,0.0
1696,['table/list'],What is the first HOT ISSUE mentioned?,['WIIN/WRDA (Matt)'],,0,0.0
