uid,dialogue_id,utt_idx,target_utterance,gold_intent,gold_bitmask,pred_intents,pred_bitmask,raw_response
464-1_utt1_intention,464-1,1,"agent_2: I get really sweaty when I hike, so I really need to get at least 2 of the waters.",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy""]}"
464-1_utt2_intention,464-1,2,agent_1: My friend is joining me tomorrow so there will be two of us. I really need the extra water so we both can stay hydrated. You can have all the food and 2 of the firewood packs if I get 2 of the water packs. 🙂,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination', 'Callout-Fairness']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination"",""Callout-Fairness""]}"
464-2_utt1_intention,464-2,1,"agent_2: I understand, but I don't need any extra firewood.  You could have 2 food, 3 firewood, and 1 water?🙂",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['No-Need', 'Discover-Preference', 'Promote-Coordination']","[0, 0, 0, 1, 0, 1, 1, 0, 0]","{""intents"":[""No-Need"",""Discover-Preference"",""Promote-Coordination""]}"
464-2_utt2_intention,464-2,2,agent_1: Well I am going to have to think about this deal. Perhaps I can contact my friend and see if he can get some extra water. He is a big eater so the food may come in handy. ,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
464-3_utt1_intention,464-3,1,agent_2: That would make things better for me.  ,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
464-3_utt2_intention,464-3,2,agent_1: Can I ask you why you need so much water for one person? ,Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
464-4_utt1_intention,464-4,1,"agent_2: Hiking in the summer, I sweat a lot and I don't want to risk getting dehydrating and sick out in the woods.",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy""]}"
464-4_utt2_intention,464-4,2,"agent_1: Well this might work out, I will agree to take 2 food, 3 firewood and 1 water. I think we will be fine because we are not going hiking. We are going to sit around campfire and catch up on old times. Good deal for both of us if you agree. 🙂","Build-Rapport,Callout-Fairness","[1, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
465-0_utt1_intention,465-0,1,"agent_2: How's it going?  If it's alright with you, you can have all of the water and I'll take all of the firewood.  We can work out a deal on the food as well.",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
465-0_utt2_intention,465-0,2,agent_1: I have circulatory issued due to a heart condition and cold quickly. I would appreciate if I could get at least 2 of the firewood. You can have 2 of the food so you won't get hungry. 🙂,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Show-Empathy', 'Callout-Fairness', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy"",""Callout-Fairness"",""Promote-Coordination""]}"
465-1_utt1_intention,465-1,1,"agent_2: I was planning on building a big bonfire for the evening.  There'd be plenty of room if you wanted to join for warmth.  I'm a bit hungry and would appreciate the extra food.  You can have all of the water if you'd like.  If you warm it by the bonfire, it may be useful to soak in to improve your circulation.","Build-Rapport,Describe-Need,Undermine-Requirements","[1, 0, 1, 0, 0, 0, 0, 0, 1]","['Build-Rapport', 'Describe-Need', 'Promote-Coordination', 'Show-Empathy']","[1, 0, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Build-Rapport"",""Describe-Need"",""Promote-Coordination"",""Show-Empathy""]}"
465-1_utt2_intention,465-1,2,agent_1: I get tired to easy so I probably won't be much fun at a bonfire ☹️. I really do appreciate the offer though. I would think the extra food would do you more good for your party. ,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Show-Empathy', 'Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Show-Empathy"",""Describe-Need"",""Promote-Coordination""]}"
465-2_utt1_intention,465-2,1,"agent_2: The extra food would be appreciated.  How about if I take just two each of the firewood and food, and you can have the remainder, plus all of the water?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Promote-Coordination', 'Show-Empathy', 'Callout-Fairness']","[0, 1, 0, 0, 0, 0, 1, 1, 0]","{""intents"":[""Promote-Coordination"",""Show-Empathy"",""Callout-Fairness""]}"
465-2_utt2_intention,465-2,2,agent_1: I am just concerned that only 1 firewood might make it so I'm too cold to function. ,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Show-Empathy', 'Undermine-Requirements']","[0, 0, 1, 0, 0, 0, 0, 1, 1]","{""intents"":[""Describe-Need"",""Show-Empathy"",""Undermine-Requirements""]}"
465-3_utt1_intention,465-3,1,"agent_2: If you boil the water above the fire, it will provide additional heat over time.  You would also be able to make tea, which would warm you up from the inside as well, better than any fire would.  That would probably be most beneficial to you.  I really do need the 2 firewood if there's any chance of making a bonfire for my party.","Describe-Need,Undermine-Requirements","[0, 0, 1, 0, 0, 0, 0, 0, 1]","['Describe-Need', 'Promote-Coordination', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination"",""Show-Empathy""]}"
465-3_utt2_intention,465-3,2,agent_1: I am allergic to tea and coffee. I wonder if the smaller fire would be more quaint for everyone to sit around. ,Undermine-Requirements,"[0, 0, 0, 0, 0, 0, 0, 0, 1]","['Describe-Need', 'Discover-Preference', 'Show-Empathy']","[0, 0, 1, 1, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Discover-Preference"",""Show-Empathy""]}"
465-4_utt1_intention,465-4,1,"agent_2: It really wouldn't do the job that well at all.  You could always prepare hot cocoa or use your share of the food to make a warm stew.  I really do need at least the two firewood and a couple of food.  You can have all the water to make a hearty and hot stew to get your through the night, though.",Undermine-Requirements,"[0, 0, 0, 0, 0, 0, 0, 0, 1]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
465-4_utt2_intention,465-4,2,agent_1: I can't eat much anyway because of the health issues. You could have all of the food if I could get the extra firewood. That would still give you an extra firewood in addition to the basic supply and lots of extra food for your party. I'm sure they would love having some of the stew you mentioned.,"Promote-Coordination,Undermine-Requirements","[0, 0, 0, 0, 0, 0, 1, 0, 1]","['Describe-Need', 'Callout-Fairness', 'Promote-Coordination', 'Show-Empathy']","[0, 1, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Describe-Need"",""Callout-Fairness"",""Promote-Coordination"",""Show-Empathy""]}"
465-5_utt1_intention,465-5,1,"agent_2: Well, how about I take just the one extra firewood, plus all of the food, and one of the water so that I can make stew?  Would that work for you?",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
465-5_utt2_intention,465-5,2,agent_1: That sounds good. I hope your party is wonderful.,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy""]}"
466-0_utt1_intention,466-0,1,agent_1: Hello there?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Build-Rapport'],"[1, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport""]}"
466-0_utt2_intention,466-0,2,agent_2: Hi! How are you?,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy""]}"
466-1_utt1_intention,466-1,1,agent_1: I am fine. How is your camping trip going?,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy""]}"
466-1_utt2_intention,466-1,2,"agent_2: I'm just finishing the final details of packing. I'm a little concerned I don't have enough of a few things. It is supposed to be over 100 degrees where we are going, and I don't think I have enough water. I'm concerned my kids are going to get dehydrated. I really could use 3 extra packages. ",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy""]}"
466-2_utt1_intention,466-2,1,agent_1: That will not be possible i am afraid. I need at least 2 packages of water too. I have some tabs that i have to take with water regularly.,"Callout-Fairness,Describe-Need","[0, 1, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Undermine-Requirements']","[0, 0, 1, 0, 0, 0, 0, 0, 1]","{""intents"":[""Describe-Need"",""Undermine-Requirements""]}"
466-2_utt2_intention,466-2,2,agent_2: I don't think I will be able to give you 2 waters. I'm desperate. I need at least 2. I would give you 1 if I could get 3 packages of food. I would give you all the firewood. ,"Callout-Fairness,Promote-Coordination","[0, 1, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Callout-Fairness', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Callout-Fairness"",""Promote-Coordination""]}"
466-3_utt1_intention,466-3,1,agent_1: If i give you 3 packages of food then i will take 3 packages of firewood.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Promote-Coordination', 'Callout-Fairness']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Callout-Fairness""]}"
466-3_utt2_intention,466-3,2,agent_2: So I get 2 waters and 3 foods. and you get the rest?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
466-4_utt1_intention,466-4,1,agent_1: I could use one food too. How am i going to survive without eating anything?,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy""]}"
466-4_utt2_intention,466-4,2,agent_2: Okay So I get 2 waters and 2 foods and you get the rest?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
466-5_utt1_intention,466-5,1,agent_1: Don't you think it is a fair deal?,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
466-5_utt2_intention,466-5,2,agent_2: I can deal with that,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
467-0_utt1_intention,467-0,1,"agent_1: hello, I need plenty of food, I have lots of friends we are camping together.",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
467-0_utt2_intention,467-0,2,"agent_2: bro i need aslo food, it is  my first priority",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
467-1_utt1_intention,467-1,1,agent_1: what is is your second item in your priority list?,Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
467-1_utt2_intention,467-1,2,agent_2: firewood,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
467-2_utt1_intention,467-2,1,"agent_1: what/ we have same priority items, how do we split this to ensure equitably ","Callout-Fairness,Promote-Coordination","[0, 1, 0, 0, 0, 0, 1, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
467-2_utt2_intention,467-2,2,"agent_2: 2 food , 1 firewood ,2 water for me is it ok?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
467-3_utt1_intention,467-3,1,agent_1: not fair at all☹️,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Show-Empathy']","[0, 1, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Callout-Fairness"",""Show-Empathy""]}"
467-3_utt2_intention,467-3,2,"agent_2: then what will do, ",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
467-4_utt1_intention,467-4,1,"agent_1: if you take two food, then I take all the wood and two two water and one food",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
467-4_utt2_intention,467-4,2,agent_2: no then u have to give 3 food for me,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need']","[0, 1, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need""]}"
467-5_utt1_intention,467-5,1,agent_1: I can have two food then and one wood and you can have the rest of the items,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
467-5_utt2_intention,467-5,2,"agent_2: bro make it 3 food for me, u can take 3 fire wood  give me to water",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination', 'Callout-Fairness']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination"",""Callout-Fairness""]}"
467-6_utt1_intention,467-6,1,"agent_1: you are not being fair, bare in mind we have same priority, so if you take all the food you have to give me the wood and water, or you can take all the wood and water and give me the food","Callout-Fairness,Promote-Coordination","[0, 1, 0, 0, 0, 0, 1, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
467-6_utt2_intention,467-6,2,"agent_2: you also not fare,you also not  ready to give a give offer, give me 3 food , remaining one firewood one water 3 1 1",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
467-7_utt1_intention,467-7,1,"agent_1: no, I think I will just walk away",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['No-Intention', 'Callout-Fairness']","[0, 1, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention"",""Callout-Fairness""]}"
467-7_utt2_intention,467-7,2,agent_2: bro u also not offer a good deal,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Undermine-Requirements']","[0, 1, 0, 0, 0, 0, 0, 0, 1]","{""intents"":[""Callout-Fairness"",""Undermine-Requirements""]}"
467-8_utt1_intention,467-8,1,"agent_1: one food, three wood.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
467-8_utt2_intention,467-8,2,"agent_2: bro it is not a fair deal give me 2 food, one firewood 2 water",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need']","[0, 1, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need""]}"
467-9_utt1_intention,467-9,1,agent_1: if you think I am not being fair can I have what you are asking for?,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
467-9_utt2_intention,467-9,2,"agent_2: you told me i not fair that why i told you are not fare,3 food for me  will give 3 firewood for me, give 2 water for me, other we can end the deal and both we can forget the bonus",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
467-10_utt1_intention,467-10,1,agent_1: ok,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['No-Intention', 'Promote-Coordination']","[0, 0, 0, 0, 1, 0, 1, 0, 0]","{""intents"":[""No-Intention"",""Promote-Coordination""]}"
467-10_utt2_intention,467-10,2,"agent_2: then what will do ? if you ok for 3 food for me , 3 firefor you, 2 water for me , for this deal we can go forward?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
467-11_utt1_intention,467-11,1,"agent_1: of course not. you just took all the priority items and you still want two water. I am going to make the last offer. you take two food and two water, I take one food, three wood and aone water. ",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
467-11_utt2_intention,467-11,2,agent_2: bro  make food as 3 and send me offer on that box,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
468-0_utt1_intention,468-0,1,"agent_1: Hi, I would like to get 3 firewood, 2 waters and 1 food pack.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
468-0_utt2_intention,468-0,2,"agent_2: Hello, I am in need of more water than just one,could you possibly allow me to have two and the other items are fine",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Callout-Fairness', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Callout-Fairness"",""Promote-Coordination""]}"
468-1_utt1_intention,468-1,1,agent_1: I have a bunch of kids and need extra water. I can give you 2 food packs instead.,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination"",""Show-Empathy""]}"
